,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,39.900002,40.900002,39.779999,40.459999,40.105087,4888000
1,2021-11-02,40.529999,40.709999,38.990002,39.540001,39.193157,3133800
2,2021-11-03,39.380001,40.139999,39.310001,40.0,39.64912,3213700
3,2021-11-04,36.5,37.459999,34.790001,35.560001,35.24807,8236000
4,2021-11-05,35.790001,36.619999,35.599998,36.279999,35.961754,3381500
5,2021-11-08,36.23,36.279999,35.029999,35.630001,35.317455,3397100
6,2021-11-09,35.810001,36.150002,34.740002,34.889999,34.583946,3255300
7,2021-11-10,34.799999,35.41,34.709999,34.970001,34.663246,1716700
8,2021-11-11,34.939999,35.41,34.700001,35.110001,34.802017,2299600
9,2021-11-12,35.130001,35.810001,35.02,35.700001,35.386841,2474200
10,2021-11-15,36.060001,36.75,35.880001,36.68,36.358246,2294900
11,2021-11-16,36.84,36.950001,36.529999,36.619999,36.298771,2110100
12,2021-11-17,36.439999,36.830002,36.189999,36.439999,36.12035,1665600
13,2021-11-18,36.439999,36.639999,35.290001,36.049999,35.733768,2011700
14,2021-11-19,35.970001,36.59,35.759998,36.290001,35.971668,1618400
