,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,55.869999,56.25,55.5,56.099998,55.771358,14341400
1,2021-11-02,56.369999,57.869999,56.279999,57.619999,57.282455,22097900
2,2021-11-03,57.580002,57.93,57.119999,57.650002,57.312283,13219400
3,2021-11-04,57.599998,57.689999,56.560001,57.119999,56.785381,18070400
4,2021-11-05,57.380001,57.799999,56.93,57.07,56.735676,15637700
5,2021-11-08,57.099998,57.52,56.59,57.0,56.666088,15045300
6,2021-11-09,57.07,57.630001,56.900002,57.439999,57.103508,14459800
7,2021-11-10,57.900002,58.630001,57.689999,57.77,57.431576,17876300
8,2021-11-11,57.57,57.77,56.689999,56.759998,56.42749,17440700
9,2021-11-12,56.970001,57.150002,56.310001,56.82,56.487141,16657700
10,2021-11-15,56.93,57.700001,56.830002,57.27,56.934505,19041800
11,2021-11-16,57.240002,58.080002,56.93,57.0,56.666088,21136900
12,2021-11-17,56.610001,57.139999,56.27,56.759998,56.42749,31496300
13,2021-11-18,52.73,53.93,51.080002,53.630001,53.31583,70834000
14,2021-11-19,53.549999,53.689999,52.779999,53.25,52.938053,30030800
