,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,62.959999,63.380001,62.73,63.299999,62.652573,1748700
1,2021-11-02,63.419998,63.650002,62.59,63.540001,62.890118,3139900
2,2021-11-03,61.810001,62.810001,61.150002,62.799999,62.157684,4351000
3,2021-11-04,62.439999,63.119999,62.029999,63.040001,62.395233,3716300
4,2021-11-05,63.459999,64.199997,63.150002,64.050003,63.394905,3085500
5,2021-11-08,64.029999,64.169998,63.150002,64.07,63.414696,3263100
6,2021-11-09,64.260002,65.139999,63.810001,64.599998,63.939274,4093400
7,2021-11-10,64.699997,65.610001,64.440002,65.459999,64.790482,2860300
8,2021-11-11,65.209999,65.540001,64.599998,65.220001,64.552933,2435900
9,2021-11-12,65.129997,65.32,64.139999,64.239998,63.582958,1114100
10,2021-11-15,64.699997,65.290001,64.400002,64.580002,63.919483,1928300
11,2021-11-16,64.599998,64.599998,63.73,63.77,63.117767,1608000
12,2021-11-17,63.52,64.559998,63.189999,64.459999,63.800709,1964300
13,2021-11-18,64.489998,64.699997,63.860001,64.599998,63.939274,2190400
14,2021-11-19,64.660004,65.410004,64.160004,64.900002,64.236206,1923300
