,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,316.929993,318.839996,306.059998,306.829987,306.250793,1335900
1,2021-11-02,307.839996,308.890015,302.049988,304.679993,304.104858,1608000
2,2021-11-03,305.779999,305.779999,294.589996,294.890015,294.333374,1882000
3,2021-11-04,292.76001,297.51001,289.420013,290.0,289.452576,2150200
4,2021-11-05,292.890015,293.029999,285.98999,288.529999,287.985352,1467200
5,2021-11-08,289.76001,298.0,288.779999,296.609985,296.05011,1124100
6,2021-11-09,295.369995,301.119995,295.109985,297.529999,296.968384,1369300
7,2021-11-10,296.940002,301.420013,295.880005,297.720001,297.15802,1372300
8,2021-11-11,297.899994,300.209991,294.600006,299.26001,298.695129,1164000
9,2021-11-12,299.73999,301.0,298.359985,300.339996,299.773071,1133400
10,2021-11-15,299.859985,303.660004,298.570007,300.440002,299.872894,1108700
11,2021-11-16,301.019989,307.929993,300.910004,302.880005,302.308289,1354600
12,2021-11-17,303.130005,304.350006,299.769989,299.809998,299.24408,1311500
13,2021-11-18,300.290009,300.76001,294.109985,294.829987,294.273468,1280700
14,2021-11-19,294.160004,299.829987,291.950012,296.790009,296.229767,1313100
