,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,38.59,38.84,38.23,38.799999,38.414471,2577900
1,2021-11-02,39.799999,39.82,38.77,39.299999,38.9095,5162600
2,2021-11-03,39.169998,39.43,39.09,39.25,38.860001,3515400
3,2021-11-04,38.84,39.16,38.630001,38.91,38.91,3194500
4,2021-11-05,39.09,39.310001,38.970001,39.07,39.07,2536100
5,2021-11-08,39.619999,39.73,38.369999,38.509998,38.509998,5992200
6,2021-11-09,38.59,38.759998,37.889999,38.299999,38.299999,3939900
7,2021-11-10,38.27,38.98,38.27,38.959999,38.959999,4022500
8,2021-11-11,38.790001,39.07,38.57,39.029999,39.029999,1927700
9,2021-11-12,39.029999,39.049999,38.599998,39.0,39.0,4223000
10,2021-11-15,39.18,39.459999,38.990002,39.450001,39.450001,2264500
11,2021-11-16,39.48,39.77,39.389999,39.580002,39.580002,4172600
12,2021-11-17,39.549999,39.57,38.669998,39.080002,39.080002,3281700
13,2021-11-18,39.0,39.259998,38.290001,38.610001,38.610001,2799600
14,2021-11-19,38.630001,38.73,37.990002,38.529999,38.529999,3108600
