,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,162.679993,164.119995,162.389999,163.399994,163.399994,1549400
1,2021-11-02,167.0,168.669998,163.880005,165.389999,165.389999,2600900
2,2021-11-03,164.0,166.979996,163.130005,165.360001,165.360001,1210800
3,2021-11-04,165.360001,166.559998,163.619995,164.440002,164.440002,1017800
4,2021-11-05,163.339996,163.990005,161.289993,163.259995,163.259995,1310600
5,2021-11-08,163.130005,164.580002,162.029999,164.270004,164.270004,934500
6,2021-11-09,164.75,166.320007,163.949997,166.149994,166.149994,1014000
7,2021-11-10,166.649994,166.850006,164.809998,165.440002,165.440002,817900
8,2021-11-11,165.139999,166.009995,162.979996,165.940002,165.940002,850600
9,2021-11-12,166.25,166.979996,165.009995,166.039993,166.039993,795600
10,2021-11-15,166.039993,169.940002,166.039993,169.880005,169.880005,1274300
11,2021-11-16,170.0,171.0,169.059998,169.910004,169.910004,996300
12,2021-11-17,170.169998,172.190002,168.720001,169.25,169.25,1483500
13,2021-11-18,169.0,169.0,164.779999,165.770004,165.770004,976500
14,2021-11-19,168.639999,171.460007,166.320007,166.979996,166.979996,1292800
