,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,297.339996,302.480011,295.970001,300.820007,298.896942,613900
1,2021-11-02,302.26001,303.910004,300.910004,301.929993,299.999847,1119900
2,2021-11-03,299.570007,304.359985,298.170013,304.079987,302.136078,850600
3,2021-11-04,320.0,329.929993,318.679993,325.640015,323.558258,1617600
4,2021-11-05,330.119995,330.600006,322.380005,325.75,323.667572,940500
5,2021-11-08,328.839996,332.609985,326.609985,329.470001,327.3638,883300
6,2021-11-09,330.290009,333.0,327.880005,329.570007,327.463135,554300
7,2021-11-10,328.51001,328.98999,324.76001,326.790009,325.718903,558000
8,2021-11-11,327.100006,328.690002,324.299988,326.899994,325.828522,419300
9,2021-11-12,329.089996,334.339996,326.73999,334.0,332.905273,920300
10,2021-11-15,334.73999,334.980011,327.799988,328.329987,327.253845,689800
11,2021-11-16,330.040009,334.779999,328.859985,332.480011,331.390259,790500
12,2021-11-17,330.809998,332.549988,328.079987,329.320007,328.240601,446400
13,2021-11-18,329.700012,332.5,327.619995,332.299988,331.210815,761900
14,2021-11-19,333.290009,334.820007,329.730011,329.75,328.669189,865500
