,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,129.600006,130.740005,129.520004,130.279999,128.040634,1249100
1,2021-11-02,130.710007,132.139999,129.910004,131.570007,129.308456,1204000
2,2021-11-03,131.449997,132.25,130.779999,132.110001,129.839172,1093500
3,2021-11-04,131.449997,132.169998,130.820007,131.25,128.993958,1147400
4,2021-11-05,132.330002,132.699997,131.570007,132.229996,129.957108,1068900
5,2021-11-08,132.199997,132.850006,130.960007,132.539993,130.26178,1056700
6,2021-11-09,132.649994,133.5,132.029999,132.460007,130.183167,1102500
7,2021-11-10,133.229996,135.169998,132.660004,134.710007,132.394501,1654500
8,2021-11-11,134.429993,134.619995,133.339996,134.020004,131.716354,1345600
9,2021-11-12,134.649994,134.940002,133.830002,133.910004,131.608246,1232300
10,2021-11-15,133.889999,134.800003,133.619995,134.779999,132.463287,1281200
11,2021-11-16,134.919998,136.149994,133.770004,133.839996,131.539429,1042800
12,2021-11-17,133.699997,134.740005,132.75,134.410004,132.09964,1429900
13,2021-11-18,134.100006,134.190002,132.419998,133.050003,130.763031,1014200
14,2021-11-19,134.259995,135.509995,133.800003,134.440002,132.129135,1739100
