,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,39.860001,40.5,38.619999,39.799999,39.64156,5749000
1,2021-11-02,39.860001,40.299999,38.259998,38.439999,38.286972,1857800
2,2021-11-03,38.16,39.709999,38.099998,39.25,39.09375,1313800
3,2021-11-04,39.279999,39.470001,37.689999,37.790001,37.639565,1322400
4,2021-11-05,38.07,38.810001,37.939999,38.110001,37.95829,1253800
5,2021-11-08,38.169998,38.349998,37.669998,37.860001,37.709286,1236200
6,2021-11-09,38.0,38.400002,37.279999,37.669998,37.520039,939200
7,2021-11-10,37.400002,37.959999,36.93,37.16,37.01207,915500
8,2021-11-11,37.299999,37.869999,37.060001,37.689999,37.539959,1775200
9,2021-11-12,37.82,38.389999,37.75,38.389999,38.237175,822000
10,2021-11-15,38.860001,39.360001,38.59,38.669998,38.516056,869900
11,2021-11-16,38.669998,38.790001,38.119999,38.740002,38.585781,984800
12,2021-11-17,38.889999,39.029999,37.91,37.98,37.828804,1603800
13,2021-11-18,38.110001,38.259998,37.349998,37.970001,37.818848,754500
14,2021-11-19,37.77,38.23,37.169998,37.389999,37.241154,851800
