,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,143.479996,145.949997,142.529999,145.820007,145.535721,3703500
1,2021-11-02,138.029999,140.339996,128.610001,132.350006,132.09198,8256700
2,2021-11-03,132.600006,137.289993,132.279999,134.869995,134.607056,6155300
3,2021-11-04,135.0,139.149994,134.289993,135.630005,135.365585,4599200
4,2021-11-05,137.929993,139.919998,135.570007,136.75,136.483398,3200300
5,2021-11-08,136.830002,137.369995,134.100006,134.589996,134.327591,2774100
6,2021-11-09,135.300003,135.639999,132.529999,132.820007,132.561066,3255700
7,2021-11-10,132.759995,135.070007,131.600006,132.479996,132.22171,3629600
8,2021-11-11,132.529999,133.059998,127.910004,128.669998,128.419144,3530300
9,2021-11-12,129.0,131.910004,128.899994,131.639999,131.383347,4278900
10,2021-11-15,132.949997,133.399994,131.619995,131.789993,131.533051,2514700
11,2021-11-16,131.520004,132.979996,128.889999,129.360001,129.107803,2418400
12,2021-11-17,129.009995,129.009995,122.559998,125.510002,125.265305,4765500
13,2021-11-18,128.179993,128.190002,125.550003,126.849998,126.602692,4939700
14,2021-11-19,126.620003,129.160004,125.82,125.93,125.684486,3874100
