,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,94.839996,95.089996,93.080002,94.699997,94.699997,1945400
1,2021-11-02,94.919998,94.940002,94.209999,94.620003,94.620003,2053900
2,2021-11-03,94.480003,95.5,93.809998,95.150002,95.150002,2139700
3,2021-11-04,94.720001,95.970001,94.129997,94.57,94.57,3018400
4,2021-11-05,94.860001,96.68,94.589996,95.839996,95.839996,2170200
5,2021-11-08,95.940002,96.610001,95.540001,96.410004,96.410004,2074400
6,2021-11-09,96.010002,96.360001,94.730003,95.449997,95.449997,2807900
7,2021-11-10,95.5,96.25,95.239998,95.709999,95.709999,1694000
8,2021-11-11,95.110001,96.110001,94.889999,95.860001,95.860001,1566900
9,2021-11-12,96.019997,96.440002,95.300003,96.169998,96.169998,1778900
10,2021-11-15,96.449997,96.489998,93.709999,93.980003,93.980003,2304200
11,2021-11-16,94.099998,95.080002,93.830002,93.879997,93.879997,2256200
12,2021-11-17,93.620003,94.139999,90.699997,90.730003,90.730003,4601700
13,2021-11-18,90.510002,91.779999,89.860001,90.720001,90.720001,2663500
14,2021-11-19,90.349998,91.230003,89.660004,90.300003,90.300003,2581400
