,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,239.929993,243.559998,239.289993,243.050003,242.192001,963400
1,2021-11-02,243.039993,243.5,241.220001,242.899994,242.042526,1764600
2,2021-11-03,242.559998,247.350006,242.300003,247.029999,246.157944,1621400
3,2021-11-04,250.0,252.289993,242.389999,244.080002,243.218369,2075800
4,2021-11-05,240.910004,245.339996,239.410004,243.710007,242.84967,1990500
5,2021-11-08,242.479996,245.610001,241.339996,245.270004,244.40416,1021900
6,2021-11-09,244.279999,245.419998,242.809998,243.660004,242.79985,1537800
7,2021-11-10,244.0,246.679993,241.380005,245.880005,245.012009,1061900
8,2021-11-11,245.630005,246.729996,241.910004,245.0,244.135117,1281000
9,2021-11-12,245.190002,245.789993,242.770004,244.0,243.138641,1511600
10,2021-11-15,244.699997,245.0,242.850006,243.679993,242.819763,1359700
11,2021-11-16,244.220001,245.889999,243.179993,244.110001,243.24826,1319100
12,2021-11-17,245.050003,250.110001,244.0,249.860001,248.977951,1894100
13,2021-11-18,250.639999,251.550003,247.300003,249.360001,248.479721,1611100
14,2021-11-19,250.970001,252.410004,248.570007,248.610001,247.732376,1304400
